0301 301 009,DICHTUNG,2.05
0301 301 012,DICHTUNG,8.96
0301 301 017,UEBERWURFMUTTER,3.58
0301 301 018,VERSCHLUSSKAPPE,2.18
0301 302 020,ANLAUFSCHEIBE,.45
0301 302 031,TELLERFEDER,9.54
0301 302 060,RUNDDICHTRING,9.41
0301 302 061,RUNDDICHTRING,8.51
0301 306 035,PLOMBE,.45
0301 308 002,STELLSCHRAUBE,.45
0301 314 002,ABTRIEBSTOPF,6.98
0301 314 005,WINKELSCHEIBE,1.79
0301 314 011,SPRENGRING,.45
0301 314 012,SPRENGRING,3.01
0301 317 002,KOLBEN,33.86
0301 317 003,TELLERFEDER,4.16
0301 317 011,KOLBEN,88.32
0301 317 015,SPRENGRING,1.66
0301 317 016,PASSFEDER,1.02
0301 317 017,ENDLAMELLE,33.86
0301 322 013,SCHUTZGITTER,1.34
0301 323 012,DECKEL,24.96
0301 323 013,DICHTUNG,4.22
0301 323 024,WAEHLSCHIEBER,6.98
0301 323 029,KUPPLUNGSVENTIL,3.01
0301 323 045,DRUCKFEDER,1.73
0301 323 058,FUEHRUNGSHUELSE,1.15
0301 323 075,DICHTUNG,1.41
0301 323 081,VENTILKOLBEN,11.39
0301 323 085,DRUCKFEDER,.45
0301 323 087,DRUCKFEDER,.45
0301 323 090,DRUCKFEDER,1.09
0301 323 091,DRUCKFEDER,.45
0301 323 092,VENTILBLENDE,1.09
0301 323 093,VENTILBLENDE,.7
0301 323 094,VENTILBLENDE,1.02
0301 323 095,VENTILBLENDE,1.02
0301 323 096,VENTILBLENDE,1.02
0301 323 101,DRUCKFEDER,.58
0301 323 118,DRUCKFEDER,1.22
0301 324 006,SCHENKELFEDER,1.34
0301 325 008,GETR.VERLAENGG.,119.68
0301 331 002,KOLBEN,32.06
0301 331 006,HALTERING,.45
0301 331 023,FREILAUFRING,31.17
0301 331 031,TELLERFEDER,5.63
0301 332 015,SPRENGRING,2.05
0301 332 020,AXIALSCHEIBE,.7
0301 332 025,AXIALSCHEIBE,1.09
0301 332 029,TELLER,3.52
0301 332 035,HOHLRAD,162.56
0301 332 036,HOHLRAD,113.92
0301 333 005,FUEHRUNGSBOLZEN,9.28
0301 333 012,BUCHSE,6.27
0501 004 186,OELKUEHLER,389.12
0501 004 608,FILTER,23.42
0501 004 609,FILTER,22.85
0501 005 184,FILTER,33.22
0501 005 185,FILTER,20.16
0501 005 333,WANDLER,446.72
0501 005 404,WANDLER,477.44
0501 005 614,WANDLER,477.44
0501 005 998,FILTER,20.54
0501 006 460,FILTER,19.01
0501 006 994,FILTER,18.5
0501 204 691,FREILAUFKAEFIG,32.32
0501 204 819,DIFFERENTIAL,487.68
0501 205 127,ANTRIEBSWELLE,90.88
0501 206 537,OELWANNE,33.86
0501 206 647,FREILAUF,38.85
0501 206 770,OELKUEHLER,183.04
0501 206 934,TACHOGEBER,46.85
0501 206 997,DRUCKREGLER,431.36
0501 207 060,FREILAUFKAEFIG,26.18
0501 207 061,FREILAUFKAEFIG,30.91
0501 207 086,FREILAUF,32.06
0501 207 101,FREILAUF,24.51
0501 207 393,FREILAUF,24.13
0501 207 448,SCHALTER,68.48
0501 207 453,SCHALTER,154.88
0501 207 547,TACHOHUELSE,7.81
0501 207 548,SCHALTER,165.12
0501 207 661,SCHALTER,424.96
0501 207 662,OELKUEHLER,158.72
0501 207 669,OELKUEHLER,231.68
0501 207 684,ANTRIEBSWELLE,118.4
0501 207 753,SCHALTER,417.28
0501 208 136,FREILAUF,32.13
0501 208 143,SCHALTER,304.64
0501 208 151,FREILAUF,23.62
0501 208 220,SCHALTER,87.04
0501 208 353,DRUCKREGLER,118.4
0501 208 413,SCHALTER,147.2
0501 208 496,SCHALTER,131.84
0501 208 542,DRUCKREGLER,76.8
0501 208 543,TACHOGEBER,13.18
0501 208 616,KOLBEN,19.65
0501 208 640,OELBEHAELTER,21.63
0501 208 747,BREMSBAND,14.91
0501 208 766,ENTLUEFTER,4.86
0501 208 844,ENTLUEFTER,4.42
0501 208 862,SCHALTER,199.68
0501 208 900,SCHALTER,143.36
0501 208 938,SCHALTER,417.28
0501 209 079,SCHALTER,441.6
0501 209 411,ARRETIERBUCHSE,7.04
0501 209 535,SCHALTER,344.32
0501 209 606,WAERMETAUSCHER,135.68
0501 209 688,INDUKTIVGEBER,42.3
0501 209 749,FILTER,.64
0501 209 800,HALTEBUEGEL,38.08
0501 209 875,DRUCKREGLER,76.8
0501 209 919,SCHALTER,28.61
0501 209 925,WAERMETAUSCHER,131.84
0501 209 948,DRUCKREGLER,54.91
0501 209 953,SCHALTER,115.2
0501 209 956,SCHALTER,272.64
0501 209 968,SCHALTER,189.44
0501 209 971,HALTEBUEGEL,9.54
0501 209 988,FREILAUF,59.46
0501 210 019,DRUCKREGLER,131.84
0501 210 060,DRUCKREGLER,58.3
0501 210 061,DRUCKREGLER,56.7
0501 210 101,BREMSBAND,22.72
0501 210 179,ENTLUEFTER,.9
0501 210 217,TACHOANSCHL.ST.,33.73
0501 210 220,TACHOANSCHL.ST.,33.79
0501 210 238,SCHALTER,417.28
0501 210 280,SCHRAUBKAPPE,.58
0501 210 388,FILTER,15.81
0501 210 474,DREHZAHLGEBER,24.58
0501 210 596,DREHZAHLGEBER,39.17
0501 210 632,WAERMETAUSCHER,307.2
0501 210 664,TACHOANSCHL.ST.,39.94
0501 210 725,DRUCKREGLER,131.84
0501 210 740,SCHALTER,101.76
